Name;Nennform;Dat. (Text);Datierung;Geo. Bez.;Beruf / Tätigkeit;Typ;Biographie;GND Link;Quelle EM;ID EM
Brigham, William T.;William T. Brigham;"1841 - 1926; 1898";"Lebensdaten: 1841 - 1926; Datum erste Erwähnung: 1898, Erwerbungsvorgang";Aufenthaltsort: Honolulu (Hawaii);"Sammler, Ethnologe, Geologe, Botaniker; Direktor des Bernice Pauahi Bishop Museums";Person;Kurzbiographie: Erster Direktor des Bernice P. Bishop Museum in Honolulu.*;http://d-nb.info/gnd/117631248;"Nachweis aus dem Inventar I, DS bearb. B. Gliesmann

GND-Nachweis über Katalog der Deutschen Nationalbibliothek (DNB), Namensansetzung, Lebensdaten (nur Jahresangaben),
ergänz. Tätigkeiten/Funktion (ohne Angabe der Quellen)

s.a. Artikel in der engl. wikipedia: https://en.wikipedia.org/wiki/William_Tufts_Brigham, Stand: 24 May 2018 (Porträtfoto, Quelle für die Angabe der Werke) - *Kurzeintrag und weitere Tätoigkeiten: Geologe, Botaniker";375437
Brill, E.J.;E.J. Brill;"1891; 1904";"Datum erste Erwähnung: 1891, Erwerbungsvorgang, Korrespondenz; Datum letzte Erwähnung: 1904, Erwerbungsvorgang, Korrespondenz";"Niederlande; Sitz: Leiden; Sammelgebiet: China [...]";;Körperschaft;Kurzbiographie: Imprimerie Orientale, Libraire ancienne et moderne, Achat de bibliothèques et de livres précieux, Spécialité de livres orientaux (*);;"Nachweis aus dem Inventar I, DS bearb. B. Gliesmann
*Briefkopf E 758/1891

Hinweis auf: https://en.wikipedia.org/wiki/Brill_Publishers

zu Pleyte siehe http://www.brill.com/news/brill-calendar/brill-calendar-march/brill-calendar-march-28, Zugriff 8.9.2015";1143
Brincken, von den;von den Brincken;"1903; 1904";"Datum erste Erwähnung: 1903, Erwerbungsvorgang; Datum letzte Erwähnung: 1904, Erwerbungsvorgang";Sammelgebiet: China;Veräußerer, Leutnant;Person;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;111936
Brinken, v.d.;v.d. Brinken;1905;Datum erste Erwähnung: 1905, Erwerbungsvorgang;"Sammelgebiet: Tibet; Sammelgebiet: China";Veräußerer, Leutant;Person;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;1144
Brinkmann <Fr.>;Fr. Brinkmann;1911;Datum erste Erwähnung: 1911, Erwerbungsvorgang;Sammelgebiet: Süd-Indien;Sammler/in;Person;;;Nachweis aus dem Inventar I A, DS bearb. B. Gliesmann;9095
Brinkmann-Schönburg;Brinkmann-Schönburg;1898;Datum erste Erwähnung: 1898, Erwerbungsvorgang;Sammelgebiet: Mexiko;Sammler;Person;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;14
British Museum;British Museum;"1872; 1753; 1913";"Datum erste Erwähnung: 1872, Erwerbungsvorgang; Gründungsdatum: 1753; Datum letzte Erwähnung: 1913, Erwerbungsvorgang";Standort: London;Veräußerer Institution;Körperschaft;;https://reconcile.gnd.network/gnd/38379-X;Nachweis aus den Inventaren I+III, DS bearb. B. Gliesmann;305854
British Museum (Dep. of Ethnography);British Museum (Dep. of Ethnography);"1893; 1966";"Datum erste Erwähnung: 1893; Datum letzte Erwähnung: 1966, Erwerbungsvorgang";Standort: London (Großbritannien);;Körperschaft;;;"http://www.thebritishmuseum.ac.uk/ethno/ethhome.html

DS bearb. B. Gliesmann";15
Brock;Brock;1926;Datum erste Erwähnung: 1926, Erwerbungsvorgang;"Sammelgebiet: Kolonie/""Schutzgebiet"", Deutsch-Südwestafrika";Veräußerer;Person;;;Nachweis aus dem Inventar III / III Kopie, DS bearb. E. Maluche;380773
Brockdorf, Anna von (geb. Baessler);Anna von Brockdorf (geb. Baessler);1907;Datum erste Erwähnung: 1907, im Testament;Geburtsort: Kasdorff (bei Kleeth in Mecklenburg);Rittergutbesitzerin;Person;;;Nachweis in E 982/1907, IB 21b, Vermächtniss Baessler Vol. 1, DS bearb. B. Gliesmann;377998
Bröcker, von;von Bröcker;1900;Datum erste Erwähnung: 1900, Vorgang;;;Person;;;Nachweis aus dem Vorgang E 954/1900 (I B 24 Afrika), DS bearb. B. Gliesmann;409325
Broicher, O.;O. Broicher;1911;Datum erste Erwähnung: 1911, Erwerbungsvorgang;"Aufenthaltsort: Berlin; Sammelgebiet: China";Veräußerer;Person;;;Nachweis aus dem Inventar I A, DS bearb. B. Gliesmann;1145
Brosig;Brosig;1898;Datum erste Erwähnung: 1898, Erwerbungsvorgang;"Tätigkeitsort: Kolonie/""Schutzgebiet"", Deutsch-Ostafrika";Premier-Leutnant;Person;;;Nachweis aus dem Inventar I, bearb. B. Gliesmann;2679
Brown, L. Clifford;L. Clifford Brown;1907;Datum erste Erwähnung: 1907, Erwerbungsvorgang;"Aufenthaltsort: Südafrika; Aufenthaltsort: Cape Colony";;Person;;;Nachweis aus dem Inventar III / Kopie III, bearb. E. Maluche;373909
Brown, Perey;Perey Brown;1907;Datum erste Erwähnung: 1907, Erwerbungsvorgang;"Tätigkeitsort: Lahore (Indien); Sammelgebiet: Indien";Veräußerer, Kurator;Person;;;Nachweis aus dem Inventar I, E. Maluche, DS bearb. B. Gliesmann;397028
Brozukat, O.;O. Brozukat;1912;Datum erste Erwähnung: 1912, Erwerbungsvorgang;Sammelgebiet: Westafrika;;Person;;;"Nachweis aus dem Inventar III, DS bearb. B. Gliesmann
Nachweis aus dem Inventar III/III Kopie";2680
Bruce, J.C.;J.C. Bruce;1896;Datum erste Erwähnung: 1896, Erwerbungsvorgang;Grenzgebiet, Ghana-Togo;"Chief (""Häuptling""), Dolmetscher, Veräußerer";Person;"Kurzbiographie: Kwassi Bruce wurde 1893 in Togo als Sohn des Chiefs J.C. Bruce geboren. Mit drei Jahren kam er, gemeinsam mit seinem Vater, nach Berlin. Er gehörte zur Truppe der afrikanischen Kontraktarbeiter, die bei der Ersten Deutschen Kolonialausstellung afrikanisches Alltagsleben simulieren sollten.*
Ethnie: Ewe";;"Nachweis aus dem Inventar I und aus dem Vorgang I B 16 Afrika, E 1526/1896, DS bearb. B. Gliesmann

*Hinweis: Online Ressource unter: http://www.dhm.de/ausstellungen/namibia/stadtspaziergang/pdf/afrika_in_berlin_stadtsparziergang.pdf

eigentl. Name siehe: Lehrbuch der Ephe-Sprache (ewe) Anlo-, Anecho- und Dahome-Mundart, Ernst Henrici, W. Spemann, 1891, S. XIX";357643
Bruck, Erich;Erich Bruck;1892;Datum erste Erwähnung: 1892, Erwerbungsvorgang;Tätigkeitsort: Hamburg;"Vermittler, Schiffsarzt der ""Karnak""";Person;;;Nachweis aus dem Hauptkatalog V C, aus dem Bürojournal, aus dem Vorgang E 1090/1892, bearb. B. Gliesmann;315470
Brückner, Georg;Georg Brückner;1913;Datum erste Erwähnung: 1913, Erwerbungsvorgang;Aufenthaltsort: Kassel;Veräußerer;Person;;;Nachweis aus dem Inventar V, DS bearb. B. Gliesmann;16
Brüger;Brüger;1904;Datum erste Erwähnung: 1904, Erwähnung im Vorgang, Korrespondenz;;;Person;;;Nachweis aus dem Vorgang E 1687/1904 (I B 31 Afrika), DS angel. B. Gliesmann;402116
Bruggmaier;Bruggmaier;1900;Datum erste Erwähnung: 1900, Erwerbungsvorgang;;Veräußerer;Person;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;2196
Brugsch, Heinrich;Heinrich Brugsch;"2.2.1867; 1862; 18.2.1827 - 9.9.1894";"Datum letzte Erwähnung: 2.2.1867, Erwähnung im Aktenvorgang; Datum erste Erwähnung: 1862, Erwähnung im Aktenvorgang; Lebensdaten: 18.2.1827 - 9.9.1894";"Geburtsort: Berlin; Sterbeort: Charlottenburg; Studienort: Berlin [...]";Ägyptologe, Orientalist, Konsul, Professor;Person;"Kurzbiographie: Studienreisen nach Paris, London und Turin, folgend Studien der Philologie und Archäologie in Berlin nach dem Abschluss auf Kosten des Königs 1853 wissenschaftliche Reise nach Ägypten. Traf den französischen Forscher Auguste Mariette, der bei Memphis Ausgrabungen durchführte.
1854 habilitierte er sich an der Berliner Universität.
Eine zweite Reise führte ihn 1857 bis 1858 wieder nach Ägypten. Deren Ergebnisse wurden zwischen 1857 und 1860 veröffentlicht.
In amtlicher Eigenschaft begleitete er eine preußische Gesandtschaft unter Leitung des Freiherrn Julius von Minutoli nach Persien (Mai 1860 bis Juni 1861). Im Herbst 1864 wurde Brugsch zum preußischen Konsul in Kairo ernannt.
1870 folgte der Aufforderung des Vizekönigs von Ägypten, Ismail Pascha, die Leitung der in Kairo errichteten Ecole d'Égyptologie zu übernehmen. Dabei begleitete ihn sein Bruder Emil Brugsch.
1873 wurde er in den Rang eines Bey erhoben. Im selben Jahr vertrat Brugsch Ägypten auf der Weltausstellung in Wien. Vier Jahre später, 1877, repräsentierte er dieses Land auch auf der Industrieausstellung in Philadelphia.
Nachdem der Vizekönig gestürzt worden war, kehrte Brugsch 1879 wieder nach Berlin zurück. Er hoffte, zum Nachfolger Auguste Mariettes im Antikendienst Ägyptens ernannt zu werden.
Die Jahre 1882 und 1883 verbrachte er mit Prinz Friedrich Karl Nikolaus von Preußen auf Reisen durch Ägypten und Syrien.
Zurück in Berlin als Privatdozent an der Universität.
1891 und 1892 kehrte er ein letztes Mal nach Ägypten und in die Libysche Wüste zurück, um im staatlichen Auftrag ägyptische Altertümer zu erwerben.";http://d-nb.info/gnd/118674676;"Nachweis aus dem Vorgang I B Asien, E 110/1867 (Einsicht), DS bearb. B. Gliesmann 

biogr. Angaben: Bissing, Friedrich Wilhelm Freiherr von, „Brugsch-Pascha, Heinrich Ferdinand Karl“, in: Neue Deutsche Biographie 2 (1955), S. 667-668 [Onlinefassung]; URL: http://www.deutsche-biographie.de/pnd118674676.html

Nachweis über die dnb: 
Quelle/Vorlage: 
NDB 2 (1955), S. 667-668
ADB 47 (1903), S. 283-293";2197
Brugueras, E.;E. Brugueras;1922;Datum erste Erwähnung: 1922, Erwerbungsvorgang;Aufenthaltsort: Barcelona (Spanien);Veräußerer;Person;;;"

Nachweis aus dem Inventar V, DS bearb. B. Gliesmann";408638
Brühl, Gust.;Gust. Brühl;"1903; 1917";"Datum erste Erwähnung: 1903, Erwerbungsvorgang; Datum letzte Erwähnung: 1917, Erwerbungsvorgang";;Vorbesitzer, Veräußerer;Person;;;"DS bearb. B. Gliesmann, im Inventar nicht genannt, im Vorgang E 323/1917 (I B Amerika) genannt als Vorbesitzer.

Nachweis aus der Objektdokumentation (KK), DS bearb. B. Gliesmann";108304
Brühn;Brühn;"† 1919; um 1894";"Todesdatum: † 1919; Tätigkeitszeit: um 1894";"Aufenthaltsort: Süd- Ostasien; Aufenthaltsort: Hongkong; Aufenthaltsort: Borneo";Kapitän der Norddeutschen Lloyd;Person;Kurzbiographie: Um 1894 als Kapitän der Norddeutschen Lloyd in Süd- Ostasien in Hongkong und Borneo usw.;;Nachweis aus dem Inventar I A, DS bearb. von B. Weiss;405561
Brumbkow, v.;v. Brumbkow;1922;Datum erste Erwähnung: 1922, Erwerbungsvorgang;;Veräußerer;Person;;;Nachweis aus dem Inventar I A, DS bearb. von B. Weiss;405779
Brummer;Brummer;1921;Datum erste Erwähnung: 1921, Erwerbungsvorgang;;;Person;;;Nachweis aus dem Vorgang I B 56 Afrika, E 186/1921, DS bearb. B. Gliesmann;115025
Brunhuber <Frau>;Frau Brunhuber;1909;Datum erste Erwähnung: 1909, Erwerbungsvorgang;Aufenthaltsort: Köln;Veräußerin, Frau des Dr. phil. Robert Brunhuber;Person;;;Nachweis aus dem Inventar I A und EJ zum Vorgang E 1582/1909*, DS bearb. B. Gliesmann;744
Brunhuber, Robert;Robert Brunhuber;31.8.1878 - Anf. 1909;Lebensdaten: 31.8.1878 - Anf. 1909;"Geburtsort: Köln; Aufenthaltsort: Japan; Aufenthaltsort: Korea [...]";Sammler, Asien-Forschungsreisender, Journalist/Zeitungskundler, Dozent;Person;"Kurzbiographie: Reisen u.a. 1907 nach Japan und Korea (Aufenthalt April/Mai). Im September 1908 in Begleitung von Karl Schmitz von Deutschland geogr.-ethnolog. Expedition über Burma (November 1908) in das chinesisch-tibetische Grenzgebiet am Oberlauf des Salween. Im Januar 1909 wurden Brunhuber und sein Begleiter Karl Schmitz von Lissu getötet.

Weitere Angaben:
Asienforscher und liberaler Politiker, Dozent (Journalismus) an der Handelshochschule Köln";http://d-nb.info/gnd/1023770237;"GND-Nachweis über Katalog der Deutschen Nationalbibliothek (DNB)

Hans-Alexander Kneider: Globetrotter, Abenteuer, Goldgräber -
Auf den Spuren im alten Korea dt.-korea. Bez. bis 1910, Iudicium Verl. München 2009, S. 355 (STABI 1A745229): Kurzbiografie, Lebensdaten, Geburtsort, Tätigkeiten + Quellenangaben ausgew. Werke und ausgw. Bibliografie

Robert Brunhuber - Lebensdaten und biogr. Skizze u.a. zum Aufenthalt Korea in: Schätze aus deutschen Museen - Endeckung Korea!, Korea Foundation, 2011, S. 38 (Belegexemplar zur Ausst.)
DS bearb. B. Gliesmann";401774
Brüning, Hans Heinrich;Hans Heinrich Brüning;"1848-1928; 1911; 1875 - 1925";"Lebensdaten: 1848-1928; Datum erste Erwähnung: 1911, Erwerbungsvorgang; Tätigkeitszeit: 1875 - 1925, Peruaufenthalt";"Geburtsort: Hoffeld (b. Kiel); Sterbeort: Bordesholm (bei Kiel); Studienort: Hannover [...]";Fotograf, Sammler, Ingenieur;Person;Kurzbiographie: Studiert an der Technischen Hochschule in Hannover. Arbeitet vermutl. bei der HAPAG in Hamburg. Schifft 1875 nach Peru ein. Brüning verbrachte fast 50 Jahre seines Lebens in Peru und beschäftigte sich als vielseitig interessierter Chronist der Ethnohistorie Nordperus, insbesondere der Region um Lambayeque, mit linguistischen, archäologischen, geographischen und meteorologischen Fragestellungen. Arbeitet auf Haziendas als Ingenieur und Geschäftsmann. Zugleich naturkundliche und kulturgeschichtliche Studien/Aufsätze durch zahlreiche Reisen mit führenden Peruanisten. Archäolog. Sammlungen dem peruanischen Staat verkauft-> Museo Brüning in Lambayeque, dessen erster Direktor.1925 zurück nach Deutschland. Nachlaß: u.a. 20.000 Fotografien (archäolog. Stätten, Landschafts- und Ortsansichten sowie frühen Einblick des alltägliches Leben der Bevölkerung im Norden Perus (1886-1925), umfangreiche archäologische Sammlung.;http://d-nb.info/gnd/118990500;"Nachweis aus dem Inventar V, DS bearb. B. Gliesmann

* Haberland 1990:11–17. verwendet in: 
Die Wachswalzenzylinder des BPA, S. Ziegler, SMB/Ethnolog. Museum 2006, S. 334 (m. Foto)";90544
Brunn, M. von;M. von Brunn;1894;Datum erste Erwähnung: 1894, Erwähnung im Vorgang;;;Person;;;Nachweis aus dem Vorgang E 1037/1894 (I B 13 Afrika), DS bearb. B. Gliesmann;123589
Brünner <Dr.>;Dr. Brünner;1899;Datum erste Erwähnung: 1899, Erwerbungsvorgang;;;Person;;;Nachweis aus dem Bürojournal zum Vorgang E 115/1899 (I B Benin), DS bearb. B. Gliesmann;311559
Brunner, [Karl Wilhelm];[Karl Wilhelm] Brunner;"1889; 28.08.1863 - 22.09.1938; 1920";"Datum erste Erwähnung: 1889, Vorgang; Lebensdaten: 28.08.1863 - 22.09.1938; Datum letzte Erwähnung: 1920, Erwerbungsvorgang";Tätigkeitsort: Berlin;Veräußerer, Direktorialassistent;Person;;;Nachweis aus den Inventaren I + I A, DS bearb. B. Gliesmann;1147
Bruyne, de <Prof.>;Prof. de Bruyne;1905;Datum erste Erwähnung: 1905, Korrespondenz;"Tätigkeitsort: Belgien; Tätigkeitsort: Gent (Gand)";Direktor des Biogeographischen Inst. der Universität Gent;Person;;;aus den Vorgängen, bearb. B. Gliesmann;306550
Bryce-Wright;Bryce-Wright;"1886; 1894";"Datum erste Erwähnung: 1886, Korrespondenz, Drucksachen; Datum letzte Erwähnung: 1894, Erwerbungsvorgang";Aufenthaltsort: London;Veräußerer, Mineraloge, Experte für Diamanten und Edelsteine;Person;Kurzbiographie: Sammlung u.a. amerikanische Goldatiquitäten, Töpfereien, Steinobjekte...;;Nachweis aus der Akte I B Litt. F. zu Bruce Wright, E 304/1886 (Briefkopf), DS bearb. B. Gliesmann;17
Bryk, Felix;Felix Bryk;"1927; 1882 - 1957";"Datum erste Erwähnung: 1927, Erwerbungsvorgang; Lebensdaten: 1882 - 1957";"Geburtsort: Wien (Österreich); Sterbeort: Stockholm (Schweden); Aufenthaltsort: Berlin [...]";Sammler, Anthropologe, Entomologe, Schriftsteller;Person;"Kurzbiographie: [Angaben unsicher, ohne Quellenangaben, noch zu prüfen]

Vater Adolf Bryk, Rechtsanwalt aus Kolbuszowa/Galizien. 
Kunststudium an der Akademie Krakau; veröffentlicht 1906 eine erste wissenschaftliche Arbeit. Übersiedelt nach Paris und Florenz, wo er seine erste Frau Aino Mäkinen kennenlernte, die er 1909 heiratet. Parallel zu seiner künstlerischen Ausbildung studierte er weiter intensiv Insekten, insbesondere die Lepidoptera (Schmetterlinge). 
Während des Ersten Weltkriegs nach Schweden und publizierte Artikel über Entomologie sowie über das Leben von Carl von Linné (1707–1778).
Von 1924 bis 1926 hielt Bryk sich in Ostafrika auf, wo er die dortigen Schmetterlinge erforschte. Nebenher betrieb er ethnologische Studien und untersuchte die sexuellen Beziehungen in der Bevölkerung. Die Ergebnisse veröffentlichte er in ""Neger-Eros"".
Seine Beobachtungen vervollständigte er in Museen in Paris und London und veröffentlichte 1931 ""Die Beschneidung bei Mann und Weib"". Zu Beginn des Zweiten Weltkriegs nach Schweden zurück. Zwischenzeitlich geschieden, heiratete er 1939 Ella Claudia Krusche. In den 1940er und 1950er Jahren arbeitet Bryk viel am Naturhistoriska riksmuseet in Stockholm.";http://d-nb.info/gnd/101999275;"Nachweis aus dem Inventar III / III Kopie, Nachweis aus dem Inventar , DS erg. E. Maluche

GND-Nachweis über Katalog der Deutschen Nationalbibliothek (DNB), Namensansetzung, Lebensdaten,
ergänz. Tätigkeiten/Funktion, Geburtsort Geburts-/Sterbeort Wirkungssort 
Quelle: LCAuth; Wikipedia*
(Anm.: https://de.wikipedia.org/wiki/Felix_Bryk, Stand 31. August 2015 - mit Porträt von 1928, jedoch leider ohne Quellenangaben

DS bearb. B. Gliesmann";2683
Buchhandlung des Westens;Buchhandlung des Westens;1906;Datum erste Erwähnung: 1906, Erwerbungsvorgang;Sammelgebiet: Südafrika;Veräußerer;Körperschaft;;https://reconcile.gnd.network/gnd/1072961687;Nachweis aus dem Inventar III / III Kopie, bearbeitet E.Maluche;373806
Hugo Streisand Buchhandlung und Antiquariat (Berlin);Buchhandlung Streisand, Berlin;1926;Datum erste Erwähnung: 1926, Erwerbungsvorgang;Standort: Berlin;Veräußerer;Sozietät;;https://reconcile.gnd.network/gnd/16165451-4;Nachweis aus dem Inventar I A, DS bearb. B. Gliesmann;403062
Büchle;Büchle;"1894; 1896";"Datum erste Erwähnung: 1894, Erwähnung im Aktenvorgang; Datum letzte Erwähnung: 1896, Erwähnung im Aktenvorgang";;;Person;;;Nachweis aus den Vorgängen I B Afrika, E 1289/1894 und E 1502/1896, DS bearb. B. Gliesmann;123022
Buchner, Max;Max Buchner;"25.4.1846 - 7.5.1921; 1881; 1905 (?) [...]";"Lebensdaten: 25.4.1846 - 7.5.1921; Datum erste Erwähnung: 1881, Erwerbungsvorgang; Datum letzte Erwähnung: 1905 (?), Vorgang, jedoch Zuordnung unsicher [...]";"Geburtsort: München; Sterbeort: München; Tätigkeitsort: München [...]";Sammler, Direktor des Kgl. Ethnografischen Museums München, Ethnograph, Afrikaforscher, Schiffarzt;Person;"Kurzbiographie: Buchner studierte Medizin und wurde beim Norddeutschen Lloyd Schiffsarzt auf den Postdampfern. 1875 Weltreise, mit einem längeren Aufenthalt in Neuseeland und auf verschiedenen Inseln der Südsee. 
Nach München zurückgekehrt, erweiterte er seine naturwissenschaftlichen Kenntnisse und übte sich in der astronomischen Ortbestimmung zum Zwecke einer Forschungsreise Ende 1878 reiste er im Auftrag der „Afrikanischen Gesellschaft in Deutschland als 7. Forschungs-unternehmen nach Äquatorial-Westafrika bis zum Mwaant Yaav im Reich der Lunda*¹. Auf der Rückreise durchreist er den Kongo. Im Mai 1884 als Begleiter Gustav Nachtigals im Auftrag der Reichsregierung zum Abschluss von Schutzverträgen mit lokalen Machthabern in den nachmaligen deutschen Kolonien Togo und Kamerun nach Westafrika. Nachtigal ernannte ihn zum vorläufigen Vertreter des Deutschen Reiches in Kamerun mit Sitz in Duala. Bis zum Juli 1885 hielt sich Buchner dort auf und unternahm mehrere Exkursionen in das nähere Binnenland.

Ernennung zum Konservator [Direktor] des Ethnographischen Museums München im Jahre 1887 bis 1907. In dieser Eigenschaft unternahm er vom August 1888 bis zum April 1890 eine Reise nach Australien, Neuguinea und Ostasien.";http://d-nb.info/gnd/116822074;"In Henze, Enzyclopadie der Entdecker und Er-
forscher der Erde, Adademische Druck-und Verlagsanstalt Graz, 1978-2004, Bd.I:A-C, p.387-388

GND-Nachweis über Katalog der Deutschen Nationalbibliothek (DNB), Namensansetzung, Werke/Literatur
Quelle: DbA

*¹ Ergänzung entnommen aus der Übersicht über die Reisen deutsprachiger Forscher nach Angola in: Beatrix Heintze ""Deutsche Forschungsreisende im westlichen Zentralafrika
des 19. Jahrhunderts"" Institut für Ethnologie und Afrikastudien, Johannes Gutenberg-Universität, Arbeitspapiere Nr. 40: 2004
(->http://www.ifeas.uni-mainz.de/workingpapers/Heintze.pdf, Stand: 19.11.2009)


siehe auch:
http://de.wikipedia.org/wiki/Max_Buchner_%28Arzt%29 (zur Biografie, s.a. Werke, Literatur), Stand: 20. Februar 2008 

DS bearb. B. Gliesmann";2684
Buchta;Buchta;1909;Datum erste Erwähnung: 1909, Erwerbungsvorgang;;Fotograf (?);Person;;;Nachweis aus dem Inventar IV, DS bearb. B. Gliesmann;380421
Buchwald;Buchwald;1896;Datum erste Erwähnung: 1896;;;Person;;;Erwähnung im Vorgang I B Afrika, bearb. B. Gliesmann;310392
